,Coefficients importance
ST289Q08WA,-0.3380865214000458
ST289Q09WA,-1.0572426293728197
ST289Q10WA,-1.6775639782370713
ST289Q11WA,0.15512253256149502
ST289Q14JA,-0.9766796610076365
ST293Q01JA,-0.0
ST293Q02JA,0.06153539164466332
ST293Q03JA,0.2227679368896772
ST293Q04JA,1.2743166470582494
ST293Q05JA,0.45760357222614423
ST293Q06JA,0.6083448037161426
ST293Q07JA,0.6067425897680995
ST293Q08JA,0.12826240861446925
ST293Q09JA,0.843683965384466
ST292Q01JA,0.9108275511942586
ST292Q02JA,0.8120554473873638
ST292Q03JA,1.1174482384208786
ST292Q04JA,1.1178124065722268
ST292Q05JA,0.9046744819228878
ST292Q06JA,0.8306309566111189
ST297Q01JA,2.792037257620031
ST297Q03JA,-0.029292173330063197
ST297Q05JA,-1.7917100774702255
ST297Q06JA,-0.7010782608141026
ST297Q07JA,-1.6580462996415795
ST297Q09JA,-3.4604641886286744
ST334Q01JA,0.29001442815249046
ST334Q02JA,0.49121687738301467
ST334Q03JA,0.018519421500587385
ST334Q04JA,0.0
ST334Q05JA,0.24079520751277128
ST334Q06JA,0.0
ST334Q07JA,0.27874069569373916
ST334Q08JA,-0.0
ST334Q09JA,0.17611888187872712
ST334Q10JA,0.46886461516482764
ST335Q01JA,-0.0
ST335Q02JA,-0.0
ST335Q03JA,0.25688200963149255
ST335Q05JA,0.051564978690772326
ST335Q06JA,0.05071096485845203
ST335Q07JA,-0.2547348777505886
ST336Q01JA,-0.5999523824909395
ST336Q03JA,-0.1489619392641315
ST336Q04JA,0.0
ST336Q05JA,-0.11475034617371561
ST336Q06JA,0.12702484355429008
ST336Q07JA,0.014651064714069748
ST337Q01JA,-0.35235732836007516
ST337Q02JA,0.22649491842154185
ST337Q03JA,-1.2129926573717265
ST337Q04JA,0.9478480250642516
ST337Q05JA,0.841401916214101
ST337Q06JA,1.0419339555176013
ST337Q07JA,-0.0
ST337Q08JA,-1.0649572690824654
ST338Q01JA,0.020551786284781194
ST338Q02JA,1.3216255872644391
ST338Q03JA,-0.7857294639395805
ST338Q04JA,0.9106738746631263
ST338Q05JA,0.5960154408089096
ST338Q06JA,0.8971315977904889
ST338Q07JA,0.38732190280149437
ST338Q08JA,0.0
ST339Q04JA,4.30688661935326
ST339Q06JA,-2.900709291650639
ST340Q01JA,-0.1450954223100613
ST340Q02JA,0.04076405606153436
ST340Q03JA,-0.30325094020439614
ST340Q04JA,-0.019127269057795753
ST340Q05JA,-0.15528590062117906
ST340Q06JA,-0.0
ST340Q07JA,-0.6065824308430597
ST340Q08JA,-0.07316715056945627
ST340Q09JA,-0.28705775197077943
ST340Q10JA,-0.30118855386842397
ST341Q01JA,-0.89590911575497
ST341Q02JA,-0.011535175470290534
ST341Q03JA,1.047195683408538
ST341Q04JA,-0.5354770200233137
ST341Q05JA,-0.3859351360944255
ST342Q01JA,-0.5466857894857393
ST342Q02JA,-1.255621238895633
ST342Q03JA,-0.48032157253052576
ST342Q04JA,-0.0
ST342Q06JA,-0.5143120610263854
ST342Q07JA,-0.34346047270862773
ST342Q08JA,-0.41060694359749556
ST300Q01JA,-0.4090228080997626
ST300Q02JA,-0.8927455338127583
ST300Q03JA,-0.2613091366862599
ST300Q04JA,0.7429333094092965
ST300Q05JA,-0.016664675240400818
ST300Q06JA,0.0365090363680342
ST300Q07JA,0.40498163450392416
ST300Q08JA,0.0
ST300Q09JA,0.39649895853148276
ST300Q10JA,-0.0
ST327Q01JA,-1.9702847969762638
ST327Q02JA,3.893676627875316
ST327Q03JA,-2.7879338711363686
ST327Q04JA,1.2797829052100795
ST327Q05JA,0.8836666330175869
ST327Q06JA,-2.4228235294175895
ST327Q07JA,1.25062876988904
ST327Q08JA,3.360614405254904
ST330Q01WA,-0.0
ST330Q02WA,0.0
ST330Q03WA,0.0
ST330Q04WA,0.0764279828724949
ST330Q05WA,0.28745971390048874
ST330Q06WA,-0.7219124440493627
ST330Q07WA,-0.5372779062523763
ST330Q08WA,0.0
ST330Q09WA,-0.9109122473099023
ST330Q11WA,0.0
ST324Q02JA,-0.6975469289277353
ST324Q04JA,0.0
ST324Q05JA,0.0
ST324Q07JA,-0.5017101104510323
ST324Q10JA,-0.0
ST324Q11JA,0.030733129744835597
ST324Q12JA,0.3476561232552729
ST324Q13JA,0.10627476455712485
ST324Q14JA,0.12404363023418215
ST347Q01JA,-2.4913484497254563
ST347Q02JA,3.3622112756757336
ST348Q01JA,-0.341621878831697
ST348Q02JA,-0.4247403506359483
ST348Q03JA,-0.21281476347981804
ST348Q04JA,0.09389833645449507
ST348Q05JA,-0.8795421609542571
ST348Q06JA,-0.17008056126520868
ST348Q07JA,0.5174348865372321
ST348Q08JA,0.8068934371589459
ST349Q01JA,-1.811295528378683
ST350Q01JA,1.3183259272836443
ST351Q01JA,-0.9406174067332407
ST351Q02JA,-0.7465091093347276
ST351Q03JA,-1.412515130493688
ST351Q04JA,0.2948825403497133
ST351Q05JA,-0.0
ST351Q06JA,0.108370484500519
ST351Q07JA,0.40600763312293714
ST351Q08JA,0.6043039440865798
ST352Q01JA,0.39271395009933674
ST352Q02JA,0.01568571403290105
ST352Q03JA,0.6955473146144774
ST352Q04JA,0.2237520874491528
ST352Q05JA,0.683444004623786
ST352Q06JA,-0.18415327552624824
ST352Q07JA,0.3455766431058679
ST352Q08JA,0.5012867116946061
ST353Q01JA,0.3342893598663821
ST353Q02JA,0.0
ST353Q03JA,0.43487594872955093
ST353Q04JA,0.45033160802143624
ST353Q05JA,0.010175761020160146
ST353Q06JA,0.7668682074555042
ST353Q07JA,0.8278301651059148
ST353Q08JA,0.7913826058099082
ST354Q01JA,0.1680278980564815
ST354Q02JA,0.0
ST354Q03JA,0.0
ST354Q04JA,0.3724654497038279
ST354Q05JA,0.4901599058908204
ST354Q06JA,0.12745568909407765
ST354Q07JA,0.060431910767809405
ST354Q08JA,0.08934243038062793
ST354Q09JA,0.08784608622803777
ST354Q10JA,0.0
ST355Q01JA,-0.37811259458629476
ST355Q02JA,-0.7591962762962013
ST355Q03JA,-0.1778606928815404
ST355Q04JA,0.15714151586106145
ST355Q05JA,0.405483305748637
ST355Q06JA,0.49618393454107923
ST355Q07JA,0.05498718414161496
ST355Q08JA,0.2063055117722756
ST356Q01JA,-1.572155331817956
ST331Q01JA,1.7609612628739995
ST331Q02JA,2.793154449860475
ST331Q03JA,-2.7022876156564335
FL150Q01TA,0.977278363991851
FL150Q02TA,-0.0
FL150Q03TA,0.0
FL164Q01HA,-2.242533626279655
FL164Q02HA,-1.0295849753685897
FL164Q03HA,-0.3742120622990397
FL164Q04HA,-2.2791950217301573
FL164Q05HA,-0.32627160549007317
FL164Q06HA,-0.0
FL164Q07HA,0.7245889608140114
FL164Q08HA,1.185420730949053
FL164Q09HA,0.0
FL164Q10HA,0.0
FL164Q11HA,0.6887112556906662
FL164Q12HA,-0.5668818987636342
FL164Q13HA,-0.22560007475090094
FL164Q14HA,0.0
FL164Q15HA,0.7475173683347535
FL164Q16HA,0.0
FL166Q01HA,-0.0
FL166Q02HA,-0.0
FL166Q03HA,-0.22255071307987978
FL166Q05HA,-0.8885724356609759
FL166Q06HA,-0.0026805825781387313
FL166Q07HA,0.21252352568902466
FL174Q01JA,-0.0024164867675989603
FL174Q02JA,0.0
FL174Q03JA,0.4947766534880271
FL174Q04JA,0.0
FL174Q05JA,-0.0
FL174Q06JA,-0.0
FL174Q07JA,-0.0
FL167Q01HA,-0.0
FL167Q02HA,0.17485104078524139
FL167Q06JA,0.0
FL167Q03HA,0.46921018322384095
FL167Q04HA,1.6115289613601285
FL167Q05HA,-0.7661738920301069
FL167Q07JA,0.027908433627261402
FL170Q01JA,1.2543406241289614
FL170Q02JA,-0.19702203397576923
FL170Q03JA,-0.3512920359680595
FL170Q04JA,0.9873528555831595
FL170Q05JA,-0.0
FL170Q06JA,0.45073995232911135
FL170Q07JA,0.0
FL159Q01HA,0.1523595975820145
FL159Q02HA,-1.1047075991563537
FL159Q03HA,1.4419755064556676
FL159Q04HA,0.0
FL160Q01HA,-2.244761997331643
FL160Q02HA,-0.0
FL160Q03HA,0.0
FL160Q04HA,-0.310827169688469
FL161Q01HA,-2.3458809247958996
FL161Q02HA,0.0
FL161Q03HA,0.0
FL162Q01HA,0.0
FL162Q02HA,2.4839745116177436
FL162Q03HA,0.0
FL162Q04HA,0.41423968913114423
FL162Q05HA,-1.3344337850081605
FL162Q06HA,-1.236468736330867
FL163Q01HA,0.0
FL163Q02HA,-0.9442700003145311
FL163Q03HA,-0.13658388456606624
FL163Q04HA,0.0
FL163Q05HA,0.0
FL171Q01JA,-0.8163499493095167
FL171Q02JA,0.004149439434073162
FL171Q03JA,0.0
FL171Q04JA,0.0
FL171Q05JA,-0.23461947793141769
FL171Q07JA,1.3997931416799452
FL171Q08JA,0.7972876222494721
FL171Q09JA,-0.0
FL171Q10JA,-0.0
FL171Q11JA,-0.33729434415843
FL171Q12JA,1.0877243057824244
FL169Q01HA,-0.4133561067956863
FL169Q05JA,-0.0
FL169Q02HA,-0.0
FL169Q06JA,0.0
FL169Q07JA,0.5689173386730202
FL169Q03HA,-0.0
FL169Q04HA,0.2894799104832191
FL169Q08JA,-0.0
FL169Q10JA,0.0
FL169Q11JA,0.0
FL172Q01JA,-0.0
FL172Q03JA,-0.6866347655388486
FL172Q05JA,-0.0
FL172Q06JA,-1.4966292867850974
IC170Q01JA,-0.0
IC170Q02JA,0.4425515425099066
IC170Q03JA,1.1526265924218362
IC170Q04JA,0.45997347083820395
IC170Q05JA,-0.0
IC170Q06JA,0.01551265433279781
IC170Q07JA,-1.0178405177715868
IC171Q01JA,-0.5171777849780316
IC171Q02JA,-4.2969815713609965
IC171Q03JA,2.0639454170021665
IC171Q04JA,0.23445502436683105
IC171Q05JA,2.0134192684256367
IC171Q06JA,-0.4210784775565856
IC172Q01JA,-0.2582332613486947
IC172Q02JA,-0.4100469873093102
IC172Q03JA,0.1770986071925359
IC172Q04JA,-0.0
IC172Q05JA,0.010672642837150062
IC172Q06JA,0.0
IC172Q07JA,-0.0
IC172Q08JA,0.0
IC172Q09JA,0.0
IC173Q01JA,1.0319382807410098
IC173Q02JA,0.0
IC173Q03JA,-0.6481561366315939
IC173Q04JA,-1.333441566947473
IC174Q01JA,0.0
IC174Q02JA,-2.920016227365494
IC174Q03JA,-2.195870769093386
IC174Q04JA,0.45663311398735185
IC174Q05JA,2.465266093232414
IC174Q06JA,0.0
IC174Q07JA,0.0
IC174Q08JA,0.577448862834089
IC174Q09JA,0.0
IC174Q10JA,1.811248271246386
IC175Q01JA,-0.5797908976424528
IC175Q02JA,0.20807444716968154
IC175Q03JA,1.758981500369081
IC175Q05JA,-0.22087920887176038
IC176Q01JA,0.0
IC176Q02JA,-0.0
IC176Q03JA,0.05260023465969283
IC176Q04JA,-2.979540100506488
IC176Q05JA,-0.4041117761499383
IC176Q06JA,1.6470676151931296
IC176Q07JA,-0.6603189723982336
IC176Q08JA,0.0
IC184Q01JA,-0.22374558838041755
IC184Q02JA,0.9139396841958075
IC184Q03JA,-0.0
IC184Q04JA,0.0
IC177Q01JA,-0.3394035936665634
IC177Q02JA,3.964861847333232
IC177Q03JA,0.0
IC177Q04JA,-0.0
IC177Q05JA,1.5578352280973033
IC177Q06JA,0.0
IC177Q07JA,1.349551134291035
IC178Q01JA,-2.7136234674700113
IC178Q02JA,2.512621096537561
IC178Q03JA,-0.0
IC178Q04JA,0.19064833560434682
IC178Q05JA,1.1099499752162725
IC178Q06JA,0.20329960445186804
IC178Q07JA,2.6058209468676954
IC179Q01JA,-0.0
IC179Q02JA,1.8702057836599315
IC179Q03JA,-3.2133452390635346
IC179Q04JA,0.33781329588094794
IC179Q05JA,-0.0
IC179Q06JA,1.6066955579647273
IC180Q01JA,-1.1842721907659592
IC180Q02JA,-1.0077073507577743
IC180Q03JA,-1.549203495651513
IC180Q04JA,0.4683181232852775
IC180Q05JA,-0.0
IC180Q06JA,0.0
IC180Q07JA,0.6867312288253492
IC180Q08JA,4.531577617034214
IC181Q01JA,-0.225761427622302
IC181Q02JA,-1.6407693041487874
IC181Q03JA,-0.009329805185029781
IC181Q04JA,-2.1976475672140796
IC182Q01JA,-0.0
IC182Q02JA,-0.0
IC182Q03JA,-1.5598383133019997
IC183Q01JA,-2.849410191796999
IC183Q02JA,-0.0
IC183Q03JA,-0.8015134433803534
IC183Q04JA,-0.0
IC183Q05JA,-0.0
IC183Q07JA,-0.0
IC183Q08JA,-0.27705299036048064
IC183Q09JA,0.0
IC183Q10JA,1.0301482689033967
IC183Q12JA,-0.1817883817702591
IC183Q13JA,-0.3355852797657259
IC183Q14JA,1.1506646573747652
IC183Q15JA,1.1371495619229792
IC183Q16JA,0.06608454032142022
WB150Q01HA,0.0
WB151Q01HA,-1.5961982420028453
WB152Q01HA,-1.1792954916207217
WB153Q01HA,0.0
WB153Q02HA,1.6930358509177346
WB153Q03HA,0.11267004355300983
WB153Q04HA,-0.0
WB153Q05HA,1.0907433221264202
WB154Q01HA,-0.0
WB154Q02HA,-1.5241167743119381
WB154Q03HA,-0.0
WB154Q04HA,-0.6655061180312715
WB154Q05HA,-0.0
WB154Q06HA,-0.07805183144243098
WB154Q07HA,-0.001841922166344034
WB154Q08HA,-0.20488024269245536
WB154Q09HA,-0.3676188351248421
WB155Q01HA,0.0
WB155Q02HA,0.18490139801580913
WB155Q03HA,0.0
WB155Q04HA,0.0747396172793184
WB155Q05HA,0.0
WB155Q06HA,1.0930835510470787
WB155Q07HA,4.047377915943411
WB155Q08HA,0.0
WB155Q09HA,0.0
WB155Q10HA,-0.0
WB156Q01HA,-0.7893463196606912
WB158Q01HA,-1.873446306948965
WB160Q01HA,-0.3025749611086311
WB161Q01HA,0.0
WB162Q01HA,-1.7162020110866356
WB162Q02HA,0.13117022029015843
WB162Q03HA,-0.5164408168919161
WB162Q04HA,0.0
WB162Q05HA,0.06926654192862636
WB162Q06HA,0.42545165637869903
WB162Q07HA,-0.20995359461455176
WB162Q08HA,-0.5843981666469893
WB162Q09HA,-0.0
WB163Q01HA,-0.037420027067413535
WB163Q02HA,-1.5575174025872909
WB163Q03HA,-0.0
WB163Q04HA,-1.2582779108057154
WB163Q05HA,-1.2528418076607089
WB163Q06HA,0.6475652445350385
WB163Q07HA,-0.0
WB163Q08HA,-0.6233601021917993
WB164Q01HA,0.9234828625452896
WB165Q01HA,0.0
WB166Q01HA,-0.0
WB166Q02HA,-0.6391481810108709
WB166Q03HA,1.702940026458894
WB166Q04HA,0.1915322804142777
WB167Q01HA,0.0
WB168Q01HA,-0.0
WB168Q02HA,-0.00853324263495998
WB168Q03HA,0.0
WB168Q04HA,0.0
WB171Q01HA,-0.0
WB171Q02HA,0.0
WB171Q03HA,0.6662842141651656
WB171Q04HA,0.0
WB172Q01HA,-0.0
WB173Q01HA,1.4370975574555644
WB173Q02HA,0.0
WB173Q03HA,0.0
WB173Q04HA,0.7987816076256191
WB176Q01HA,-0.0
WB177Q01HA,-1.3326878769273045
WB177Q02HA,-1.2251003700572378
WB177Q03HA,0.0
WB177Q04HA,2.3306460998587677
WB032Q01NA,2.0254672841816115
WB032Q02NA,0.6094033255992866
WB031Q01NA,-2.4552318784253444
WB178Q01HA,0.0
WB178Q02HA,0.0
WB178Q03HA,0.0
WB178Q04HA,0.03769094361002297
WB178Q05HA,0.0
WB178Q06HA,0.9687165902048777
WB178Q07HA,0.0
PA001Q01TA,-0.0
PA001Q02TA,-0.05227770864231526
PA001Q03TA,-0.0
PA003Q01TA,-0.0
PA003Q02TA,-1.2504354940544258
PA003Q03TA,-0.6999825020097878
PA003Q05IA,-1.6084879549084157
PA003Q18WA,2.238061565782357
PA003Q19WA,0.0
PA003Q20WA,0.7358453912242257
PA003Q11JA,2.6986588141269103
PA003Q12JA,0.0003479119841981393
PA003Q13JA,0.0
PA003Q14JA,0.585294255974773
PA003Q15JA,-0.0
PA003Q16JA,0.9683084163087707
PA003Q17JA,0.0
PA196Q01WA,-0.8081480554568591
