,Coefficients importance
CNTSCHID,0.0
CNTSTUID,1.2068913953606886
OECD,1.299382391928136
ADMINMODE,30.21916137767232
Option_CT,-0.3135548425883747
Option_FL,-0.02098892969902156
Option_ICTQ,-0.0
Option_WBQ,0.0
Option_PQ,0.0
Option_TQ,-0.047682121124138215
Option_UH,0.0
ST001D01T,0.7909821216597605
ST003D02T,0.08508958493292497
ST003D03T,0.42626278788890476
ST004D01T,-1.8938884630773698
ST250Q01JA,-0.0
ST250Q02JA,0.15596552107095818
ST250Q03JA,-0.016583135996442063
ST250Q04JA,-0.0
ST250Q05JA,-0.31877623357878443
ST251Q01JA,0.6954690795098084
ST251Q02JA,-0.597652810169205
ST251Q03JA,0.10121807387740285
ST251Q04JA,0.0
ST251Q06JA,0.1441161272858202
ST251Q07JA,0.7954862523171558
ST253Q01JA,-0.5500185414885599
ST254Q01JA,-0.0
ST254Q02JA,0.0
ST254Q03JA,0.0
ST254Q04JA,0.0
ST254Q05JA,0.07943972274849524
ST254Q06JA,-0.6020379344651151
ST255Q01JA,0.01141244076865432
ST256Q01JA,0.0
ST256Q02JA,-0.0
ST256Q03JA,0.0
ST256Q06JA,0.0
ST256Q07JA,0.01850799890614186
ST256Q08JA,-0.020777265219347862
ST256Q09JA,-0.0
ST256Q10JA,-0.2106343700699112
ST230Q01JA,0.35121384553306934
ST005Q01JA,-0.2427143810600768
ST006Q01JA,0.0
ST006Q02JA,0.25787486379075597
ST006Q03JA,0.049488113801328636
ST006Q04JA,-0.31107877137009643
ST006Q05JA,0.24031223478206235
ST007Q01JA,-0.0
ST008Q01JA,0.0
ST008Q02JA,0.21501464198342934
ST008Q03JA,0.0
ST008Q04JA,-0.2935899035367739
ST008Q05JA,0.31272632072851475
ST258Q01JA,0.22726528072444319
ST259Q01JA,-0.0
ST259Q02JA,-0.0
ST019AQ01T,-0.0
ST019BQ01T,0.0
ST019CQ01T,-0.0
ST021Q01TA,-0.0
ST022Q01TA,0.9973361304194656
ST226Q01JA,-0.36608157534990404
ST125Q01NA,-0.0
ST126Q01TA,0.0
ST127Q01TA,-0.0
ST127Q02TA,0.4772920931666539
ST127Q03TA,0.453391028790762
ST260Q01JA,-0.0
ST260Q02JA,0.0
ST260Q03JA,0.0983959012789355
ST261Q01JA,-0.6186230719130615
ST261Q02JA,-0.0
ST261Q03JA,-0.027829494247137113
ST261Q04JA,0.0
ST261Q05JA,-0.0
ST261Q06JA,-0.0
ST261Q07JA,-0.0
ST261Q08JA,-0.2667309899073884
ST261Q09JA,-0.0
ST261Q10JA,-0.0
ST261Q11JA,-0.0
ST062Q01TA,0.0
ST062Q02TA,0.0
ST062Q03TA,-0.0
ST267Q01JA,-0.0
ST267Q02JA,0.060141756305424204
ST267Q03JA,-0.0
ST267Q04JA,-0.0
ST267Q05JA,0.0
ST267Q06JA,0.05682798620851861
ST267Q07JA,0.0696677696663844
ST267Q08JA,0.0
ST034Q01TA,0.12249855735881073
ST034Q02TA,-0.3082187964017129
ST034Q03TA,0.0
ST034Q04TA,0.03678670017186704
ST034Q05TA,0.23595482173981738
ST034Q06TA,0.36618482631954646
ST038Q03NA,-0.0
ST038Q04NA,0.0
ST038Q05NA,-0.0
ST038Q06NA,-0.15378608544264397
ST038Q07NA,-0.0
ST038Q08NA,-0.0
ST038Q09JA,-0.0
ST038Q10JA,0.0
ST038Q11JA,0.0
ST265Q01JA,-0.0
ST265Q02JA,-0.0
ST265Q03JA,-0.0
ST265Q04JA,0.0
ST266Q01JA,-0.0
ST266Q02JA,0.0
ST266Q03JA,-0.0
ST266Q04JA,-0.0
ST266Q05JA,-0.3210146545380886
ST294Q01JA,0.17682784629310735
ST294Q02JA,-0.0
ST294Q03JA,-0.0
ST294Q04JA,-0.11616809540247507
ST294Q05JA,0.0
ST295Q01JA,0.5809708494267263
ST295Q02JA,-0.0
ST295Q03JA,-0.0
ST295Q04JA,-0.0
ST295Q05JA,-0.0
ST326Q01JA,0.0
ST326Q02JA,-0.0
ST326Q03JA,0.17817706516595258
ST326Q04JA,0.0
ST326Q05JA,-0.10214776386025987
ST326Q06JA,-0.43007568142463953
ST326Q07JA,1.7064504228859878
ST326Q08JA,1.0991395306686753
ST326Q09JA,0.19738420495174014
ST326Q10JA,-1.136401211895158
ST326Q11JA,1.0315727273973325
ST326Q12JA,0.9445631409307894
ST322Q01JA,0.29110835579715266
ST322Q02JA,0.02757079794713157
ST322Q03JA,0.0
ST322Q04JA,-0.08613990183305284
ST322Q06JA,-0.21590813935722072
ST322Q07JA,-0.07437854388171466
ST307Q01JA,0.017436286815833327
ST307Q02JA,0.0
ST307Q03JA,0.0
ST307Q04JA,0.0
ST307Q05JA,0.0
ST307Q06JA,-0.0
ST307Q07JA,-0.09492875018903163
ST307Q08JA,-0.0
ST307Q09JA,0.004889315285233306
ST307Q10JA,-0.008869621193166616
ST309Q01JA,-0.0
ST309Q02JA,0.0
ST309Q03JA,0.10144335377521466
ST309Q04JA,0.02173945410426038
ST309Q05JA,0.0936439351042019
ST309Q06JA,0.05071974312314585
ST309Q07JA,0.18707129259109706
ST309Q08JA,0.24193856277903758
ST309Q09JA,0.1453581617733178
ST309Q10JA,0.025092941159127236
ST301Q01JA,-0.0
ST301Q02JA,-0.0
ST301Q03JA,0.0
ST301Q04JA,0.06960178483735611
ST301Q05JA,-0.0
ST301Q06JA,0.0
ST301Q07JA,-0.0
ST301Q08JA,0.06425428244904452
ST301Q09JA,-0.0
ST301Q10JA,-0.0
ST343Q01JA,-0.0
ST343Q02JA,-0.036988564040382886
ST343Q03JA,-0.0453525637033099
ST343Q04JA,-0.0
ST343Q05JA,-0.0
ST343Q06JA,-0.0
ST343Q07JA,-0.14165515900254627
ST343Q08JA,-0.04245806700421371
ST343Q09JA,-0.0
ST343Q10JA,-0.0
ST311Q01JA,-0.0
ST311Q02JA,-0.0
ST311Q03JA,0.0
ST311Q04JA,0.0
ST311Q05JA,-0.16674378886617394
ST311Q06JA,-0.0
ST311Q07JA,-0.018270815427924723
ST311Q08JA,-0.0
ST311Q09JA,0.0
ST311Q10JA,0.0
ST315Q01JA,0.0
ST315Q02JA,-0.0
ST315Q03JA,0.06470692656734704
ST315Q04JA,0.10112596107512031
ST315Q05JA,0.19972056365182023
ST315Q06JA,-0.0
ST315Q07JA,0.0
ST315Q08JA,0.004778238972959756
ST315Q09JA,0.0
ST315Q10JA,-0.0
ST303Q01JA,0.0
ST303Q02JA,-0.0
ST303Q03JA,-0.0
ST303Q04JA,0.0
ST303Q05JA,-0.0
ST303Q06JA,0.0
ST303Q07JA,0.0
ST303Q08JA,-0.0
ST305Q01JA,0.004352464255926277
ST305Q02JA,-0.06430335881344251
ST305Q03JA,-0.0
ST305Q04JA,0.12082908711374002
ST305Q05JA,0.0
ST305Q06JA,0.0
ST305Q07JA,0.29395998465641243
ST305Q08JA,0.013440488640559353
ST305Q09JA,0.17415181034634564
ST305Q10JA,0.0
ST345Q01JA,0.0
ST345Q02JA,0.0
ST345Q03JA,0.09429004365409112
ST345Q04JA,0.0
ST345Q05JA,0.0
ST345Q06JA,-0.0
ST345Q07JA,0.0
ST345Q08JA,-0.0
ST345Q09JA,-0.0
ST345Q10JA,-0.0
ST313Q01JA,0.0
ST313Q02JA,0.1452530999930975
ST313Q03JA,-0.0
ST313Q04JA,0.015885440780223314
ST313Q05JA,0.1663270901252263
ST313Q06JA,-0.0
ST313Q07JA,0.0
ST313Q08JA,-0.0
ST313Q09JA,-0.0
ST313Q10JA,0.06643591497554316
ST263Q02JA,-0.8354406092057713
ST263Q04JA,-0.08332133879513134
ST263Q06JA,-0.1832071490037062
ST263Q08JA,-0.0
ST016Q01NA,-0.0
ST059Q01TA,0.10153660320244381
ST059Q02JA,1.593519883383081
ST296Q01JA,-0.1700789181361993
ST296Q02JA,0.21348238293709487
ST296Q03JA,0.06578495614833216
ST296Q04JA,0.02445988868088475
ST272Q01JA,0.04832029422351511
ST273Q01JA,0.03998149736709427
ST273Q02JA,0.0
ST273Q03JA,0.07481186287363223
ST273Q04JA,0.0
ST273Q05JA,0.10738335154736883
ST273Q06JA,0.1735519412351841
ST273Q07JA,0.01628464328728033
ST270Q01JA,0.0
ST270Q02JA,-0.0
ST270Q03JA,0.0
